ko_to_module_prokaryotes	SRS012273	SRS011134	SRS011061	SRS011239
M00535	1.2543169286778322	1.2041892178815032	1.8024565987518733	1.5107482758585278
M00537	0.0021406344626353625	0.0008685548922019728	0.0004883502140642044	0.0004003019702152745
M00540	0.0008134487502141079	0.0006832776223680183	0.0003486238638643169	0.000516579335532622
M00542	0.004546590152803448	0.002798076972087006	8.566304577998924e-05	0.002486894763861636
M00545	0.11156948325954544	0.044793974911985925	0.05224547156171232	0.057553385975379
M00546	0.11843810996907683	0.06668906713982582	0.02894504444155417	0.061218625828558484
M00549	1.0714913704311368	0.9891529049071641	1.4026304593021015	1.1490437475632491
M00550	0.7454762801460402	0.4073805451022166	0.5251801720619026	0.38968634897588145
M00551	0.0008219307336873496	0.0	0.0	1.9753073819257512e-05
M00552	0.35903221904095356	0.38469614620079035	0.631477095490051	0.36938913184455435
M00554	0.4109466379527337	0.45517606744253636	0.5107210107326196	0.4165348928391229
M00555	0.013890199558034617	0.0036149528012902115	0.00046166962131597713	0.0019663671975698807
M00563	0.2866979764972814	0.18957990950477915	0.44005919333468124	0.2362762469007732
M00565	1.3779712084904467	1.3438564987829058	1.1942433091982876	1.201241941984942
M00566	0.00589803990993093	0.0032008893272320307	0.0005206481910866894	0.002824618628343041
M00568	0.0006872551703569463	0.0	0.0	0.00013518130368126018
M00570	1.9289268468090266	1.971211139842314	2.2361028693674383	1.9846455093544317
M00571	0.05000208349294169	0.041823791026116136	0.08127982189224238	0.07806252518787474
M00572	1.922627902600161	1.6150011744820691	3.198315603158894	2.635547342537085
M00573	0.5430593912177168	0.47686057516680175	0.9475651160519765	0.9039577553351408
M00575	0.06294660696828312	0.04259204594859892	0.08216115510813317	0.08711623428054839
M00577	0.5540784952278694	0.4800490336131545	0.9502873798403266	0.9110951302611574
M00579	2.0784013014159672	1.7882918105484984	1.8664268324448625	1.801358427273005
M00580	0.04834176057487312	0.022458195220091227	0.045105001455601174	0.03512197051101875
M00581	0.09634422429746912	0.07967862499775423	0.03343609771467579	0.062452987909129606
M00582	2.5452958300966717	1.722542283124909	0.9207507221454263	1.1736064799002404
M00583	0.0	0.0	0.0	8.734692558051422e-05
M00584	2.278031061049349e-05	0.00021746880957318037	0.00027667801114733293	8.006199806619702e-05
M00585	0.022510820645878112	0.04815408416030593	0.006845590165799517	0.021872616864652864
M00586	0.010967612391917299	0.022443384212885907	0.001344177465770124	0.01231145827168685
M00589	0.30591274432073856	0.20522732959008894	0.055755077984453866	0.23679865087527058
M00590	0.011163374272307264	0.001193826516165365	0.0006012847748161606	0.0021285464278964373
M00591	0.0005844077250546919	0.0002259396777882822	8.300340334419987e-05	0.000356284704912286
M00592	0.0019791144459809437	4.8218865171344524e-05	0.0	3.089734531728637e-05
M00593	0.0252350851432963	0.00881023587846965	0.009067932407933518	0.004947494284949465
M00596	0.49883193253516467	0.284243425558332	0.5489876354056925	0.5971922720822062
M00599	0.0010857835423626002	0.0013850257963242405	0.0005954372951583824	0.001630510927768384
M00600	0.055493492227615376	0.002448159903852627	0.0016305636384885214	0.004476815708693891
M00601	0.013989288482932299	0.008607596627236565	0.0014089073325914102	0.00068917801619259
M00602	0.07622725938484931	0.05493773902494372	0.045233935245789	0.09129943230587587
M00603	2.2800349639745625	0.9970241440488421	0.6721618598298311	0.5289197209075359
M00605	0.04712121618748517	0.050784352190620954	0.02705153400028498	0.04623166324327253
